title,domestic_gross,foreign_gross,year,production_budget,worldwide_gross,profit_loss
Sleep Dealer,80136.0,28771.0, 2009,2500000.0,108907.0,-2391093.0
Eye of the Dolphin,72210.0,50.0, 2007,2500000.0,72260.0,-2427740.0
Underdogs,35017.0,1357632.0, 2013,2500000.0,1392649.0,-1107351.0
Anatomie,9598.0,0.0, 2000,2500000.0,9598.0,-2490402.0
The Calling,0.0,0.0, 2009,2500000.0,0.0,-2500000.0
Alien Uprising,0.0,0.0, 2013,2500000.0,0.0,-2500000.0
Christmas Mail,0.0,0.0, 2010,2500000.0,0.0,-2500000.0
Stung,0.0,0.0, 2015,2500000.0,0.0,-2500000.0
Sky Sharks,0.0,0.0, 2017,2500000.0,0.0,-2500000.0
8 Days,0.0,0.0, 2015,2500000.0,0.0,-2500000.0
Antibirth,0.0,0.0, 2016,2500000.0,0.0,-2500000.0
The Rise of the Krays,0.0,0.0, 2016,2500000.0,0.0,-2500000.0
Not Safe For Work,0.0,0.0, 2014,2500000.0,0.0,-2500000.0
Go For It!,180237.0,2121.0, 2011,2450000.0,182358.0,-2267642.0
Get on the Bus,5691854.0,0.0, 1996,2400000.0,5691854.0,3291854.0
Thr3e,1008849.0,411569.0, 2007,2400000.0,1420418.0,-979582.0
Idiocracy,444093.0,56203.0, 2006,2400000.0,500296.0,-1899704.0
NiktÃ©,0.0,1333891.0, 2009,2400000.0,1333891.0,-1066109.0
Always Woodstock,0.0,0.0, 2014,2400000.0,0.0,-2400000.0
This is England,327919.0,8411657.0, 2007,2380000.0,8739576.0,6359576.0
Bathing Beauty,3500000.0,0.0, 1944,2361000.0,3500000.0,1139000.0
Show Boat,11000000.0,0.0, 1951,2300000.0,11000000.0,8700000.0
"Dancer, Texas Pop. 81",574838.0,0.0, 1998,2300000.0,574838.0,-1725162.0
Frontera,59696.0,0.0, 2014,2300000.0,59696.0,-2240304.0
Redemption Road,29384.0,0.0, 2011,2300000.0,29384.0,-2270616.0
The Toxic Avenger Part II,0.0,0.0, 2015,2300000.0,0.0,-2300000.0
The Brave Little Toaster,0.0,0.0, 1987,2300000.0,0.0,-2300000.0
Fantasia,83320000.0,0.0, 1940,2280000.0,83320000.0,81040000.0
Friday the 13th Part 3,36690067.0,0.0, 1982,2250000.0,36690067.0,34440067.0
The French Connection,41158757.0,0.0, 1971,2200000.0,41158757.0,38958757.0
Friday the 13th Part V: A New Beginning,21930418.0,0.0, 1985,2200000.0,21930418.0,19730418.0
The Last Sin Eater,388390.0,0.0, 2007,2200000.0,388390.0,-1811610.0
Impact Point,0.0,0.0, 2008,2200000.0,0.0,-2200000.0
The Valley of Decision,9132000.0,0.0, 1945,2160000.0,9132000.0,6972000.0
Chicken Tikka Masala,0.0,37865.0, 2005,2160000.0,37865.0,-2122135.0
Jack Brooks: Monster Slayer,0.0,0.0, 2008,2150000.0,0.0,-2150000.0
The Best Years of Our Lives,23600000.0,0.0, 1946,2100000.0,23600000.0,21500000.0
Bully,881824.0,500000.0, 2001,2100000.0,1381824.0,-718176.0
Elling,313436.0,0.0, 2002,2100000.0,313436.0,-1786564.0
Mi America,3330.0,0.0, 2016,2100000.0,3330.0,-2096670.0
[Rec],0.0,23266821.0, 2009,2100000.0,23266821.0,21166821.0
Infected,0.0,0.0, 2012,2100000.0,0.0,-2100000.0
Lies in Plain Sight,0.0,0.0, 2010,2100000.0,0.0,-2100000.0
The Timber,0.0,0.0, 2015,2100000.0,0.0,-2100000.0
Sharkskin,0.0,0.0, 2016,2100000.0,0.0,-2100000.0
From Russia With Love,24800000.0,54100000.0, 1964,2000000.0,78900000.0,76900000.0
Mad Max 2: The Road Warrior,24600832.0,0.0, 1982,2000000.0,24600832.0,22600832.0
In the Heat of the Night,24379978.0,27669.0, 1967,2000000.0,24407647.0,22407647.0
Sleeper,18344729.0,0.0, 1973,2000000.0,18344729.0,16344729.0
Everything You Always Wanted to Know,18016290.0,0.0, 1972,2000000.0,18016290.0,16016290.0
Eighth Grade,13539710.0,801306.0, 2018,2000000.0,14341016.0,12341016.0
To Kill A Mockingbird,13129846.0,0.0, 1962,2000000.0,13129846.0,11129846.0
Boys Don't Cry,11540607.0,9200393.0, 1999,2000000.0,20741000.0,18741000.0
Das Leben der Anderen,11284657.0,69912390.0, 2007,2000000.0,81197047.0,79197047.0
Boom Town,9172000.0,0.0, 1940,2000000.0,9172000.0,7172000.0
Gentleman's Agreement,7800000.0,0.0, 1947,2000000.0,7800000.0,5800000.0
The Hustler,7600000.0,0.0, 1961,2000000.0,7600000.0,5600000.0
Witchboard,7369373.0,0.0, 1986,2000000.0,7369373.0,5369373.0
Les Triplettes de Belleville,7301288.0,10101880.0, 2003,2000000.0,17403168.0,15403168.0
Smoke Signals,6719300.0,1037317.0, 1998,2000000.0,7756617.0,5756617.0
Meet the Mormons,6047363.0,1808.0, 2014,2000000.0,6049171.0,4049171.0
American Splendor,6003587.0,2682045.0, 2003,2000000.0,8685632.0,6685632.0
Before Sunset,5792822.0,5424524.0, 2004,2000000.0,11217346.0,9217346.0
Amores Perros,5383834.0,15500000.0, 2001,2000000.0,20883834.0,18883834.0
Thirteen,4601043.0,4904953.0, 2003,2000000.0,9505996.0,7505996.0
Touching the Void,4593598.0,10802927.0, 2004,2000000.0,15396525.0,13396525.0
Alexander's Ragtime Band,4000000.0,0.0, 1938,2000000.0,4000000.0,2000000.0
Me and You and Everyone We Know,3885134.0,5730330.0, 2005,2000000.0,9615464.0,7615464.0
Harsh Times,3337931.0,2887373.0, 2006,2000000.0,6225304.0,4225304.0
Ghost Dog: The Way of the Samurai,3330230.0,7342262.0, 2000,2000000.0,10672492.0,8672492.0
Captive,2583301.0,208672.0, 2015,2000000.0,2791973.0,791973.0
Full Frontal,2512846.0,925958.0, 2002,2000000.0,3438804.0,1438804.0
Hearts Beat Loud,2386254.0,34708.0, 2018,2000000.0,2420962.0,420962.0
The Resurrection of Gavin Stone,2303792.0,0.0, 2017,2000000.0,2303792.0,303792.0
Waltz with Bashir,2283849.0,11628440.0, 2008,2000000.0,13912289.0,11912289.0
Strangers with Candy,2072645.0,5199.0, 2006,2000000.0,2077844.0,77844.0
Night on Earth,2015000.0,7893.0, 1992,2000000.0,2022893.0,22893.0
Nemesis,2001124.0,0.0, 1993,2000000.0,2001124.0,1124.0
Shortbus,1985292.0,0.0, 2006,2000000.0,1985292.0,-14708.0
Son of Rambow: A Home Movie,1785505.0,9477758.0, 2008,2000000.0,11263263.0,9263263.0
"The Book of Mormon Movie, Volume 1: The Journey",1660865.0,0.0, 2003,2000000.0,1660865.0,-339135.0
No End In Sight,1433319.0,0.0, 2007,2000000.0,1433319.0,-566681.0
Get Real,1152411.0,0.0, 1999,2000000.0,1152411.0,-847589.0
In the Shadow of the Moon,1134358.0,1041229.0, 2007,2000000.0,2175587.0,175587.0
Inside Deep Throat,691880.0,0.0, 2005,2000000.0,691880.0,-1308120.0
Dinner Rush,638227.0,437277.0, 2001,2000000.0,1075504.0,-924496.0
The Virginity Hit,636706.0,0.0, 2010,2000000.0,636706.0,-1363294.0
Clockwatchers,537948.0,2013.0, 1998,2000000.0,539961.0,-1460039.0
Subway,390659.0,1272637.0, 1985,2000000.0,1663296.0,-336704.0
House of D,388532.0,77574.0, 2005,2000000.0,466106.0,-1533894.0
Teeth,347578.0,2003063.0, 2008,2000000.0,2350641.0,350641.0
Stonewall,304602.0,0.0, 1996,2000000.0,304602.0,-1695398.0
Sherrybaby,199176.0,560328.0, 2006,2000000.0,759504.0,-1240496.0
The Last Five Years,147299.0,57999.0, 2015,2000000.0,205298.0,-1794702.0
Six-String Samurai,134624.0,0.0, 1998,2000000.0,134624.0,-1865376.0
Hum to Mohabbt Karega,121807.0,0.0, 2000,2000000.0,121807.0,-1878193.0
It's All Gone Pete Tong,120620.0,2105983.0, 2005,2000000.0,2226603.0,226603.0
24 7: Twenty Four Seven,72544.0,0.0, 1998,2000000.0,72544.0,-1927456.0
Pump,72277.0,0.0, 2014,2000000.0,72277.0,-1927723.0
Roadside Romeo,55202.0,1990888.0, 2008,2000000.0,2046090.0,46090.0
Eureka,49388.0,27266.0, 2001,2000000.0,76654.0,-1923346.0
Lost River,45431.0,1964213.0, 2015,2000000.0,2009644.0,9644.0
This Thing of Ours,37227.0,0.0, 2003,2000000.0,37227.0,-1962773.0
Growing up Smith,35312.0,0.0, 2017,2000000.0,35312.0,-1964688.0
Super Capers,30955.0,0.0, 2009,2000000.0,30955.0,-1969045.0
Return of the Living Dead 3,21000.0,0.0, 1993,2000000.0,21000.0,-1979000.0
The Missing Person,17896.0,0.0, 2009,2000000.0,17896.0,-1982104.0
London,12667.0,0.0, 2006,2000000.0,12667.0,-1987333.0
Circle,10024.0,0.0, 2010,2000000.0,10024.0,-1989976.0
Eden Lake,7321.0,4287052.0, 2008,2000000.0,4294373.0,2294373.0
Jerusalema,7294.0,3385.0, 2010,2000000.0,10679.0,-1989321.0
Say Uncle,5361.0,0.0, 2006,2000000.0,5361.0,-1994639.0
Plush,3080.0,25784.0, 2013,2000000.0,28864.0,-1971136.0
The Ghastly Love of Johnny X,2436.0,0.0, 2012,2000000.0,2436.0,-1997564.0
Lesbian Vampire Killers,0.0,3620902.0, 2009,2000000.0,3620902.0,1620902.0
Grave Encounters,0.0,2151887.0, 2011,2000000.0,2151887.0,151887.0
Bone Tomahawk,0.0,475846.0, 2015,2000000.0,475846.0,-1524154.0
Freeze Frame,0.0,105377.0, 2004,2000000.0,105377.0,-1894623.0
Stitches,0.0,63555.0, 2013,2000000.0,63555.0,-1936445.0
"To Be Frank, Sinatra at 100",0.0,926.0, 2015,2000000.0,926.0,-1999074.0
Bananas,0.0,0.0, 1971,2000000.0,0.0,-2000000.0
Nine Dead,0.0,0.0, 2009,2000000.0,0.0,-2000000.0
No Man's Land: The Rise of Reeker,0.0,0.0, 2008,2000000.0,0.0,-2000000.0
Rockaway,0.0,0.0, 2007,2000000.0,0.0,-2000000.0
Wings,0.0,0.0, 1927,2000000.0,0.0,-2000000.0
The Lady from Shanghai,0.0,0.0, 2015,2000000.0,0.0,-2000000.0
Straight A's,0.0,0.0, 2013,2000000.0,0.0,-2000000.0
The Legend of Hellâs Gate: An American Conspiracy,0.0,0.0, 2012,2000000.0,0.0,-2000000.0
Highway,0.0,0.0, 2012,2000000.0,0.0,-2000000.0
Small Apartments,0.0,0.0, 2013,2000000.0,0.0,-2000000.0
Coffee Town,0.0,0.0, 2013,2000000.0,0.0,-2000000.0
Lucky Dog,0.0,0.0, 2014,2000000.0,0.0,-2000000.0
Pendulum,0.0,0.0, 2001,2000000.0,0.0,-2000000.0
A Funny Thing Happened on the Way to the Forum,0.0,0.0, 1966,2000000.0,0.0,-2000000.0
Slacker Uprising,0.0,0.0, 2008,2000000.0,0.0,-2000000.0
The Walking Deceased,0.0,0.0, 2015,2000000.0,0.0,-2000000.0
True Bromance,0.0,0.0, 2011,2000000.0,0.0,-2000000.0
The Curse of Downers Grove,0.0,0.0, 2015,2000000.0,0.0,-2000000.0
Wind Walkers,0.0,0.0, 2015,2000000.0,0.0,-2000000.0
The Dog Lover,0.0,0.0, 2016,2000000.0,0.0,-2000000.0
Shark Lake,0.0,0.0, 2015,2000000.0,0.0,-2000000.0
The Marine 4,0.0,0.0, 2015,1950000.0,0.0,-1950000.0
River's Edge,4600000.0,0.0, 1987,1900000.0,4600000.0,2700000.0
Man on Wire,2962242.0,2654825.0, 2008,1900000.0,5617067.0,3717067.0
Northfork,1420578.0,24562.0, 2003,1900000.0,1445140.0,-454860.0
Brotherly Love,478595.0,0.0, 2015,1900000.0,478595.0,-1421405.0
Chacun sa nuit,18435.0,120882.0, 2007,1900000.0,139317.0,-1760683.0
Stranded,0.0,285593.0, 2013,1900000.0,285593.0,-1614407.0
Vaalu,0.0,12444.0, 2015,1900000.0,12444.0,-1887556.0
Dr. Strangelove,9164370.0,66308.0, 1964,1800000.0,9230678.0,7430678.0
Battle for the Planet of the Apes,8800000.0,0.0, 1973,1800000.0,8800000.0,7000000.0
A Streetcar Named Desire,8000000.0,0.0, 1951,1800000.0,8000000.0,6200000.0
Hang 'em High,6800000.0,0.0, 1968,1800000.0,6800000.0,5000000.0
El crimen de padre Amaro,5719000.0,0.0, 2002,1800000.0,5719000.0,3919000.0
Songcatcher,3050934.0,0.0, 2001,1800000.0,3050934.0,1250934.0
Travellers and Magicians,506793.0,815368.0, 2005,1800000.0,1322161.0,-477839.0
Ed and his Dead Mother,673.0,0.0, 1993,1800000.0,673.0,-1799327.0
Deadline,0.0,0.0, 2009,1800000.0,0.0,-1800000.0
Sublime,0.0,0.0, 2007,1800000.0,0.0,-1800000.0
Dysfunctional Friends,0.0,0.0, 2012,1800000.0,0.0,-1800000.0
Independence Daysaster,0.0,0.0, 2013,1800000.0,0.0,-1800000.0
Against the Wild,0.0,0.0, 2014,1800000.0,0.0,-1800000.0
Beginnerâs Guide to Sex,0.0,0.0, 2015,1800000.0,0.0,-1800000.0
Lola rennt,7267324.0,15611870.0, 1999,1750000.0,22879194.0,21129194.0
May,145540.0,489263.0, 2003,1750000.0,634803.0,-1115197.0
Living Dark: The Story of Ted the Caver,0.0,0.0, 2019,1750000.0,0.0,-1750000.0
In the Bedroom,35930604.0,6207267.0, 2001,1700000.0,42137871.0,40437871.0
La misma luna,12590147.0,10681594.0, 2008,1700000.0,23271741.0,21571741.0
Conquest of the Planet of the Apes,9700000.0,0.0, 1972,1700000.0,9700000.0,8000000.0
Grace Unplugged,2507159.0,0.0, 2013,1700000.0,2507159.0,807159.0
"Happy, Texas",2039192.0,852036.0, 1999,1700000.0,2891228.0,1191228.0
Saul fia,1777043.0,7919494.0, 2015,1700000.0,9696537.0,7996537.0
My Summer of Love,1000915.0,3726460.0, 2005,1700000.0,4727375.0,3027375.0
Yes,396035.0,265186.0, 2005,1700000.0,661221.0,-1038779.0
Braid,0.0,80745.0, 2019,1660000.0,80745.0,-1579255.0
From Here to Eternity,30500000.0,0.0, 1953,1650000.0,30500000.0,28850000.0
You Can't Take It With You,4000000.0,0.0, 1938,1644000.0,4000000.0,2356000.0
Foolish,6026908.0,0.0, 1999,1600000.0,6026908.0,4426908.0
She Wore a Yellow Ribbon,5400000.0,0.0, 1949,1600000.0,5400000.0,3800000.0
The Conversation,4420000.0,0.0, 1974,1600000.0,4420000.0,2820000.0
N-Secure,2595644.0,0.0, 2010,1600000.0,2595644.0,995644.0
Sukkar banat,1060591.0,13193169.0, 2008,1600000.0,14253760.0,12653760.0
Out of the Dark,419428.0,0.0, 1989,1600000.0,419428.0,-1180572.0
Bubble,145382.0,0.0, 2006,1600000.0,145382.0,-1454618.0
Dil Jo Bhi Kahey...,129319.0,0.0, 2005,1600000.0,129319.0,-1470681.0
Mississippi Mermaid,27795.0,2600000.0, 1999,1600000.0,2627795.0,1027795.0
I Love Your Work,3264.0,0.0, 2005,1600000.0,3264.0,-1596736.0
The Kingâs Thief,0.0,0.0, 1955,1577000.0,0.0,-1577000.0
Moonlight,27854931.0,37390581.0, 2016,1500000.0,65245512.0,63745512.0
Cabin Fever,21158188.0,9193476.0, 2003,1500000.0,30351664.0,28851664.0
Waitress,19097550.0,3119633.0, 2007,1500000.0,22217183.0,20717183.0
Kickboxer,14533681.0,0.0, 1989,1500000.0,14533681.0,13033681.0
Bloodsport,11806119.0,0.0, 1988,1500000.0,11806119.0,10306119.0
Mr. Smith Goes To Washington,9000000.0,0.0, 1939,1500000.0,9000000.0,7500000.0
Kids,7412216.0,13000000.0, 1995,1500000.0,20412216.0,18912216.0
The Squid and the Whale,7372734.0,3818689.0, 2005,1500000.0,11191423.0,9691423.0
Kissing Jessica Stein,7025722.0,2319339.0, 2002,1500000.0,9345061.0,7845061.0
Spellbound,7000000.0,0.0, 1945,1500000.0,7000000.0,5500000.0
Exotica,5046118.0,0.0, 1994,1500000.0,5046118.0,3546118.0
The To Do List,3491669.0,637159.0, 2013,1500000.0,4128828.0,2628828.0
The Gatekeepers,2408553.0,183755.0, 2013,1500000.0,2592308.0,1092308.0
Buffalo '66,2380606.0,0.0, 1998,1500000.0,2380606.0,880606.0
Repo Man,2300000.0,0.0, 1984,1500000.0,2300000.0,800000.0
Iâm Not Ashamed,2082980.0,0.0, 2016,1500000.0,2082980.0,582980.0
Blood Simple,1690913.0,1039964.0, 1985,1500000.0,2730877.0,1230877.0
Nueve Reinas,1222889.0,11190000.0, 2002,1500000.0,12412889.0,10912889.0
The Lords of Salem,1165881.0,375250.0, 2013,1500000.0,1541131.0,41131.0
31,779820.0,142907.0, 2016,1500000.0,922727.0,-577273.0
The Ballad of Jack and Rose,712294.0,413964.0, 2005,1500000.0,1126258.0,-373742.0
Unsullied,510957.0,0.0, 2016,1500000.0,510957.0,-989043.0
Killing Zoe,418953.0,0.0, 1994,1500000.0,418953.0,-1081047.0
The Believer,406035.0,1434213.0, 2002,1500000.0,1840248.0,340248.0
Snow Angels,402858.0,11546.0, 2008,1500000.0,414404.0,-1085596.0
Session 9,378176.0,1241426.0, 2001,1500000.0,1619602.0,119602.0
MOOZ-lum,362239.0,10000.0, 2011,1500000.0,372239.0,-1127761.0
I Want Someone To Eat Cheese With,194568.0,0.0, 2007,1500000.0,194568.0,-1305432.0
Amigo,184705.0,0.0, 2011,1500000.0,184705.0,-1315295.0
Hatchet,175281.0,65115.0, 2007,1500000.0,240396.0,-1259604.0
My Name is Bruce,173066.0,0.0, 2008,1500000.0,173066.0,-1326934.0
Modern Times,163245.0,36502.0, 1936,1500000.0,199747.0,-1300253.0
The Salon,139084.0,0.0, 2007,1500000.0,139084.0,-1360916.0
Stolen Summer,119841.0,0.0, 2002,1500000.0,119841.0,-1380159.0
Road Hard,113169.0,0.0, 2015,1500000.0,113169.0,-1386831.0
Forty Shades of Blue,75828.0,96741.0, 2005,1500000.0,172569.0,-1327431.0
Trucker,52429.0,0.0, 2009,1500000.0,52429.0,-1447571.0
Pontypool,3865.0,28051.0, 2009,1500000.0,31916.0,-1468084.0
"Me, You and Five Bucks",2105.0,0.0, 2015,1500000.0,2105.0,-1497895.0
Housebound,0.0,236863.0, 2014,1500000.0,236863.0,-1263137.0
Teefa in Trouble,0.0,98806.0, 2018,1500000.0,98806.0,-1401194.0
Wal-Mart: The High Cost of Low Price,0.0,58692.0, 2005,1500000.0,58692.0,-1441308.0
Closer to the Moon,0.0,5396.0, 2014,1500000.0,5396.0,-1494604.0
Fetching Cody,0.0,0.0, 2006,1500000.0,0.0,-1500000.0
The Lion of Judah,0.0,0.0, 2011,1500000.0,0.0,-1500000.0
Once Upon a Time in Queens,0.0,0.0, 2014,1500000.0,0.0,-1500000.0
Girlhouse,0.0,0.0, 2015,1500000.0,0.0,-1500000.0
Mutant World,0.0,0.0, 2015,1500000.0,0.0,-1500000.0
#Horror,0.0,0.0, 2015,1500000.0,0.0,-1500000.0
Checkmate,0.0,0.0, 2015,1500000.0,0.0,-1500000.0
Snow White and the Seven Dwarfs,184925486.0,0.0, 1937,1488000.0,184925486.0,183437486.0
Shalako,2620000.0,0.0, 1968,1455000.0,2620000.0,1165000.0
Werk ohne Autor,1303747.0,3027405.0, 2018,1400000.0,4331152.0,2931152.0
The Holy Girl,304124.0,957668.0, 2005,1400000.0,1261792.0,-138208.0
La chambre bleue,260441.0,1684979.0, 2014,1400000.0,1945420.0,545420.0
Incident at Loch Ness,36830.0,19243.0, 2004,1400000.0,56073.0,-1343927.0
Eddie: The Sleepwalking Cannibal,1632.0,0.0, 2013,1400000.0,1632.0,-1398368.0
My Girlfriend's Boyfriend,0.0,0.0, 2010,1400000.0,0.0,-1400000.0
Kurmanjan datka,0.0,0.0, 2014,1400000.0,0.0,-1400000.0
House at the End of the Drive,0.0,0.0, 2014,1400000.0,0.0,-1400000.0
Batman - The Movie,0.0,0.0, 1966,1377800.0,0.0,-1377800.0
"Lock, Stock and Two Smoking Barrels",3897569.0,24458619.0, 1999,1350000.0,28356188.0,27006188.0
The Ballad of Gregorio Cortez,909000.0,0.0, 1983,1305000.0,909000.0,-396000.0
San Francisco,2868000.0,2405000.0, 1936,1300000.0,5273000.0,3973000.0
Festen,1647780.0,0.0, 1998,1300000.0,1647780.0,347780.0
Trees Lounge,749741.0,0.0, 1996,1300000.0,749741.0,-550259.0
The Girlfriend Experience,695840.0,310000.0, 2009,1300000.0,1005840.0,-294160.0
Journey from the Fall,635305.0,0.0, 2007,1300000.0,635305.0,-664695.0
The Basket,609042.0,0.0, 2000,1300000.0,609042.0,-690958.0
Above and Beyond,288751.0,0.0, 2015,1300000.0,288751.0,-1011249.0
Def-Con 4,210904.0,0.0, 1985,1300000.0,210904.0,-1089096.0
Neal n' Nikki,100358.0,229263.0, 2005,1300000.0,329621.0,-970379.0
The Hebrew Hammer,77755.0,12458.0, 2003,1300000.0,90213.0,-1209787.0
Los insolitos peces gato,11278.0,43387.0, 2014,1300000.0,54665.0,-1245335.0
Simon,4055.0,1734608.0, 2006,1300000.0,1738663.0,438663.0
Forget Me Not,0.0,13465.0, 2011,1300000.0,13465.0,-1286535.0
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,0.0,0.0, 2010,1300000.0,0.0,-1300000.0
The Algerian,0.0,0.0, 2015,1300000.0,0.0,-1300000.0
Rebecca,6000000.0,2370.0, 1940,1288000.0,6002370.0,4714370.0
Friday the 13th Part 2,21722776.0,0.0, 1981,1250000.0,21722776.0,20472776.0
The Lost Weekend,11000000.0,0.0, 1945,1250000.0,11000000.0,9750000.0
C.H.U.D.,4700000.0,0.0, 1984,1250000.0,4700000.0,3450000.0
Filly Brown,2850357.0,90054.0, 2013,1250000.0,2940411.0,1690411.0
Niagara,2500000.0,0.0, 1953,1250000.0,2500000.0,1250000.0
Bodom,0.0,726460.0, 2016,1250000.0,726460.0,-523540.0
How Green Was My Valley,0.0,0.0, 1941,1250000.0,0.0,-1250000.0
Da Sweet Blood of Jesus,0.0,0.0, 2015,1250000.0,0.0,-1250000.0
Saw,55968727.0,47911300.0, 2004,1200000.0,103880027.0,102680027.0
"Sex, Lies, and Videotape",24741667.0,12000000.0, 1989,1200000.0,36741667.0,35541667.0
Super Troopers,18492362.0,4553780.0, 2002,1200000.0,23046142.0,21846142.0
Monsoon Wedding,13876974.0,13148626.0, 2002,1200000.0,27025600.0,25825600.0
You Can Count on Me,9180275.0,1647081.0, 2000,1200000.0,10827356.0,9627356.0
Strangers on a Train,7000000.0,0.0, 1951,1200000.0,7000000.0,5800000.0
The Trouble with Harry,7000000.0,0.0, 1955,1200000.0,7000000.0,5800000.0
"Il buono, il brutto, il cattivo",6100000.0,0.0, 1967,1200000.0,6100000.0,4900000.0
Home Run,2859955.0,0.0, 2013,1200000.0,2859955.0,1659955.0
Reservoir Dogs,2832029.0,0.0, 1992,1200000.0,2832029.0,1632029.0
But I'm a Cheerleader,2205627.0,303717.0, 2000,1200000.0,2509344.0,1309344.0
The Wrong Man,2000000.0,0.0, 1956,1200000.0,2000000.0,800000.0
The Rocky Horror Picture Show,1414845.0,201131.0, 1975,1200000.0,1615976.0,415976.0
The Blue Bird,887000.0,0.0, 1976,1200000.0,887000.0,-313000.0
Blue Like Jazz,595018.0,0.0, 2012,1200000.0,595018.0,-604982.0
Que Horas Ela Volta?,376976.0,2872065.0, 2015,1200000.0,3249041.0,2049041.0
Q,255000.0,0.0, 1982,1200000.0,255000.0,-945000.0
Down & Out with the Dolls,58936.0,0.0, 2003,1200000.0,58936.0,-1141064.0
"Pink Ribbons, Inc.",26608.0,0.0, 2012,1200000.0,26608.0,-1173392.0
Blood Feast,8708.0,0.0, 2018,1200000.0,8708.0,-1191292.0
Certifiably Jonathan,7826.0,0.0, 2011,1200000.0,7826.0,-1192174.0
La navaja de Don Juan,4254.0,0.0, 2015,1200000.0,4254.0,-1195746.0
Extreme Movie,0.0,81338.0, 2008,1200000.0,81338.0,-1118662.0
The Charge of the Light Brigade,0.0,0.0, 1936,1200000.0,0.0,-1200000.0
Grand Theft Parsons,0.0,0.0, 2004,1200000.0,0.0,-1200000.0
Below Zero,0.0,0.0, 2012,1200000.0,0.0,-1200000.0
Crowsnest,0.0,0.0, 2012,1200000.0,0.0,-1200000.0
Airborne,0.0,0.0, 2012,1200000.0,0.0,-1200000.0
Cotton Comes to Harlem,0.0,0.0, 2014,1200000.0,0.0,-1200000.0
Bleeding Hearts,0.0,0.0, 2015,1200000.0,0.0,-1200000.0
The Wicked Within,0.0,0.0, 2013,1200000.0,0.0,-1200000.0
The Islands,0.0,0.0, 2017,1200000.0,0.0,-1200000.0
Godâs Not Dead,60755732.0,3021360.0, 2014,1150000.0,63777092.0,62627092.0
Waiting...,16124543.0,2548731.0, 2005,1125000.0,18673274.0,17548274.0
Dead Man's Shoes,6408.0,408328.0, 2006,1125000.0,414736.0,-710264.0
Wolf Creek,16186348.0,12818716.0, 2005,1100000.0,29005064.0,27905064.0
Ong-Bak,4563167.0,19499798.0, 2005,1100000.0,24062965.0,22962965.0
Serbuan maut,4105123.0,5192284.0, 2012,1100000.0,9297407.0,8197407.0
Down by Law,1436000.0,0.0, 1986,1100000.0,1436000.0,336000.0
The Offspring,1355728.0,0.0, 1987,1100000.0,1355728.0,255728.0
Sex with Strangers,247740.0,0.0, 2002,1100000.0,247740.0,-852260.0
Beyond the Black Rainbow,56491.0,0.0, 2012,1100000.0,56491.0,-1043509.0
Dracula: Pages from a Virgin's Diary,39659.0,41712.0, 2003,1100000.0,81371.0,-1018629.0
The Sleepwalker,2636.0,0.0, 2014,1100000.0,2636.0,-1097364.0
Departure,0.0,27561.0, 2017,1100000.0,27561.0,-1072439.0
Faith Like Potatoes,0.0,0.0, 2009,1100000.0,0.0,-1100000.0
Lake Mungo,0.0,0.0, 2010,1100000.0,0.0,-1100000.0
Silent Running,0.0,0.0, 2015,1100000.0,0.0,-1100000.0
The Dead Undead,0.0,0.0, 2010,1100000.0,0.0,-1100000.0
The Vatican Exorcisms,0.0,0.0, 2013,1100000.0,0.0,-1100000.0
Rocket Singh: Salesman of the Year,164649.0,5184118.0, 2009,1070000.0,5348767.0,4278767.0
Casablanca,10462500.0,34355.0, 1943,1039000.0,10496855.0,9457855.0
Rocky,117235147.0,107764853.0, 1976,1000000.0,225000000.0,224000000.0
Tom Jones,37600000.0,0.0, 1963,1000000.0,37600000.0,36600000.0
Taxi Driver,28262574.0,53637.0, 1976,1000000.0,28316211.0,27316211.0
An Inconvenient Truth,24146161.0,29219764.0, 2006,1000000.0,53365925.0,52365925.0
The Howling,17985000.0,0.0, 1981,1000000.0,17985000.0,16985000.0
Dr. No,16067035.0,43500000.0, 1963,1000000.0,59567035.0,58567035.0
Hellraiser,14564000.0,11148.0, 1987,1000000.0,14575148.0,13575148.0
Cry Wolf,10047674.0,5895407.0, 2005,1000000.0,15943081.0,14943081.0
Godzilla 2000,10037390.0,0.0, 2000,1000000.0,10037390.0,9037390.0
Transamerica,9015303.0,7537860.0, 2006,1000000.0,16553163.0,15553163.0
Beyond the Valley of the Dolls,9000000.0,0.0, 1970,1000000.0,9000000.0,8000000.0
Love Me Tender,9000000.0,0.0, 1956,1000000.0,9000000.0,8000000.0
Sands of Iwo Jima,7800000.0,0.0, 1949,1000000.0,7800000.0,6800000.0
I Am Not Your Negro,7123919.0,2493483.0, 2017,1000000.0,9617402.0,8617402.0
Shine a Light,5505267.0,10668612.0, 2008,1000000.0,16173879.0,15173879.0
October Baby,5355847.0,36145.0, 2012,1000000.0,5391992.0,4391992.0
20 Feet From Stardom,4946250.0,946216.0, 2013,1000000.0,5892466.0,4892466.0
"Food, Inc.",4417674.0,314270.0, 2009,1000000.0,4731944.0,3731944.0
An Inconvenient Sequel,3496795.0,2342527.0, 2017,1000000.0,5839322.0,4839322.0
